Recency,Frequency,Monetary,Cluster_4
249,1,12.75,3
66,1,111.68,1
117,1,508.46,1
171,1,73.78,3
142,1,102.83,1
32,2,471.7,1
38,14,2622.57,0
38,5,1098.43,1
166,2,228.2,3
211,1,582.59,3
242,1,136.04,3
52,1,337.04,1
25,3,740.79,1
15,14,4393.61,2
29,1,288.14,1
365,1,300.92,3
36,5,737.81,1
166,3,811.45,3
145,1,152.68,3
22,1,634.95,1
56,1,20.8,1
185,1,198.57,3
12,8,191.17,1
237,3,630.84,3
225,2,93.35,3
122,6,629.6899999999999,1
282,1,76.1,3
74,12,1511.3,0
37,2,382.06,1
12,2,417.23,1
362,1,169.47,3
4,2,249.72,1
23,1,444.68,1
70,9,2116.19,0
235,2,252.24,3
257,1,174.8,3
155,2,187.29,3
28,1,166.42,1
4,1,120.03,1
32,5,1483.56,1
81,3,523.0,1
108,2,122.14,1
52,1,38.45,1
36,1,668.11,1
153,3,236.78,3
99,1,115.31,1
4,3,220.7,1
334,1,73.5,3
65,1,97.97,1
22,2,422.88,1
36,3,730.4,1
32,3,405.62,1
154,6,70.02,3
19,2,357.20000000000005,1
12,22,4161.14,2
54,1,165.04999999999998,1
25,3,559.51,1
4,11,2085.65,0
45,1,189.4,1
203,2,172.29000000000002,3
359,1,74.4,3
66,2,297.07,1
7,11,6752.14,2
288,1,363.65,3
10,1,170.16,1
9,4,296.71,1
22,10,2119.41,0
173,3,720.52,3
133,2,814.0,1
6,15,2380.08,0
75,1,318.0,1
40,1,396.33,1
289,1,101.7,3
26,7,2021.82,0
258,2,453.0,3
114,13,3864.44,0
23,14,2538.7200000000003,0
8,11,2633.01,0
217,2,336.13,3
45,4,3651.97,0
19,2,1231.5,1
36,3,343.45,1
26,1,703.37,1
16,2,87.53,1
330,2,689.95,3
274,1,101.34,3
98,4,3770.12,0
61,1,167.67000000000002,1
2,12,9065.76,2
93,5,2083.42,0
82,7,3017.3,0
313,2,580.05,3
12,3,911.15,1
8,7,2692.85,0
127,1,168.31,1
11,2,223.65,1
37,1,754.64,1
38,1,113.48000000000002,1
330,1,430.7,3
249,2,264.65,3
2,31,7925.32,2
19,2,206.05,1
12,2,352.69,1
290,1,220.1,3
68,8,1418.03,0
26,1,320.72,1
11,31,5595.77,2
214,1,111.15,3
149,2,673.1,3
8,6,1826.21,0
24,2,589.4399999999999,1
30,5,1141.34,1
61,1,206.83,1
19,3,348.73,1
243,1,112.55,3
9,4,1045.74,1
29,5,681.91,1
63,4,761.83,1
295,1,152.65,3
17,8,8393.22,2
151,4,1014.9,1
117,2,1000.16,1
8,12,2888.75,0
13,4,2861.55,0
141,2,160.35,1
46,2,179.34,1
51,3,612.0799999999999,1
32,3,566.58,1
135,2,653.35,1
3,2,399.19,1
75,4,347.82,1
13,2,734.94,1
9,3,451.75,1
301,1,530.15,3
57,2,638.0600000000001,1
10,6,1612.79,0
31,2,394.7,1
177,1,302.46,3
4,6,1355.51,0
176,9,1133.64,3
61,1,202.65,1
33,3,980.31,1
59,7,1208.51,0
15,25,7490.17,2
87,4,2106.84,1
7,1,104.0,1
354,2,448.65,3
31,7,1314.17,0
114,6,1573.41,1
9,6,1793.17,0
5,6,1843.75,0
24,1,382.8,1
218,6,600.52,3
15,1,49.8,1
249,1,304.25,3
15,4,1998.49,0
78,3,1084.34,1
192,3,274.51,3
262,1,207.8,3
72,1,957.97,1
151,3,212.96,3
64,2,896.0,1
95,2,689.13,1
4,21,5083.06,2
106,1,163.8,1
200,3,1396.99,3
157,1,160.42000000000002,3
71,4,1979.3,1
36,2,517.36,1
29,1,139.10000000000002,1
2,6,2621.38,0
26,5,600.07,1
326,1,248.42,3
237,1,232.48,3
89,1,299.34000000000003,1
31,1,481.75,1
29,2,621.75,1
206,4,626.38,3
3,11,2019.77,0
220,2,297.78,3
22,6,1033.31,1
93,1,443.0,1
2,27,6315.2300000000005,2
264,1,158.95000000000002,3
3,17,5361.02,2
39,14,5192.1,2
218,1,93.75,3
50,3,769.2,1
12,20,7276.9,2
9,10,2716.6,0
192,6,2066.17,3
82,5,582.47,1
326,1,440.0,3
72,3,1796.48,1
30,6,882.24,1
3,5,987.1,1
219,5,1561.61,3
46,1,422.58,1
10,18,2058.09,0
72,4,2232.49,0
7,8,2507.56,0
24,2,596.1,1
114,4,783.02,1
17,1,95.34,1
301,2,342.92,3
87,1,4314.72,0
51,2,526.67,1
89,1,103.3,1
39,12,2265.38,0
25,3,2338.6,1
173,8,2595.0,0
43,2,324.24,1
140,1,149.48,1
23,4,1211.08,1
72,2,801.51,1
358,2,138.9,3
38,3,238.95,1
3,7,3064.78,0
2,3,204.0,1
21,3,323.36,1
58,2,97.63,1
74,1,173.9,1
278,1,180.6,3
181,1,80.82,3
8,3,176.6,1
4,16,2094.88,0
43,3,1837.28,1
